"seed","PLci","percolation"
480,3.4005,156030
481,2.47,1296196
482,0.05,897276
483,0.227,241791
484,0.016,101223
485,0.101,10032
486,2.6135,398490
487,0.277,44079
488,2.803,335588
489,2.418,981134
490,2.5215,1057312
491,2.4645,932750
492,2.441,1036805
493,2.5335,900185
494,2.49,878540
495,2.5495,813972
496,2.494,984843
497,2.865,223800
498,2.865,223800
499,2.792,249237
500,2.7355,397436
501,2.8085,260208
502,2.861,467700
503,2.881,396734
504,0.0515,462090
505,2.459,1038880
506,2.49,921702
507,2.5705,881100
508,2.6215,755136
509,2.6145,743960
510,0.0485,665528
511,3.2195,66425
512,3.2195,66425
513,2.544,708716
514,2.9685,161843
515,0.159,42123
516,2.7475,241740
517,2.7475,241740
518,2.7915,221328
519,2.5675,413910
520,0.092,80563
521,0.069,618065
522,0.049,8684
523,0.109,272493
524,3.061,202846
525,0.0495,282150
526,2.8915,122640
527,0.041,62430
528,3.4045,52685
529,3.4045,52685
530,3.4365,41844
531,3.067,140470
532,3.067,140470
533,2.54,385476
534,2.621,919150
535,2.6955,828360
536,2.718,756511
537,2.769,731216
538,3.0475,396900
539,3.009,487968
540,3.009,487968
541,3.109,207018
542,2.919,131944
543,0.2125,161780
544,0.195,257805
545,0.288,18490
546,0.2605,157248
547,0.064,46815
548,3.0775,305998
549,0.086,579038
550,0.1275,1083228
551,3.336,47028
552,2.6965,627975
553,3.322,59095
554,2.8415,268277
555,2.658,591680
556,2.98,207242
557,0.125,534724
558,0.0825,204302
559,0.1075,243280
560,2.5365,695656
561,2.651,505890
562,3.022,261774
563,2.744,588471
564,2.8705,454976
565,2.735,361704
566,2.817,463520
567,0.1625,108256
568,0.0025,10268
569,3.1985,100380
570,2.763,484560
571,2.763,484560
572,2.7635,468408
573,2.857,412975
574,3.152,176352
575,2.4145,1241422
576,2.803,362733
577,2.563,946354
578,2.7135,363480
579,2.7915,508521
580,2.7495,540280
581,0.2165,55436
582,0.2165,55436
583,0.1275,25580
584,0.072,187304
585,2.918,181389
586,0.1795,202202
587,0.1215,0
588,3.0655,215385
589,3.0655,215385
590,3.0655,215385
591,0.1525,580230
592,2.669,276583
593,3.1525,189896
594,3.1525,189896
595,3.1525,189896
596,3.1525,189896
597,3.1525,189896
598,3.1525,189896
599,3.1525,189896
600,2.9205,261120
601,2.6955,154680
602,0.1025,27360
603,0.054,75320
604,0.0895,639618
605,0.127,220800
606,0.178,109830
607,2.975,169510
608,2.975,169510
609,0.061,7952
610,3.256,133360
611,2.922,330154
612,2.8115,325101
613,0.056,294880
614,0.064,143010
615,2.8285,437472
616,0.031,214095
617,3.748,20037
618,3.755,13084
619,2.585,713146
620,0.019,172705
621,2.799,354725
622,2.769,335088
623,2.981,179472
624,0.039,259131
625,3.024,188942
626,3.597,52338
627,2.8305,369475
628,3.1575,148269
629,2.7905,383808
630,2.8015,259777
631,2.8015,259777
632,2.8015,259777
633,2.8015,259777
634,2.676,625680
635,3.6995,102900
636,0.1755,120032
637,0.008,6422
638,0.0175,16042
639,0.0725,586416
640,0.07,0
641,2.979,89880
642,0.0935,530366
643,0.2285,26066
644,0.196,0
645,0.038,242790
646,0.014,11490
647,2.3565,1390935
648,2.683,597012
649,2.4925,1021062
650,2.836,314860
651,0.038,10230
652,2.692,393225
653,2.9005,322665
654,2.7705,395122
655,3.0315,64780
656,2.886,242505
657,3.205,280669
658,3.1975,292944
659,3.352,184464
660,3.3235,162582
661,0.031,84371
662,2.7075,426020
663,2.703,420616
664,3.369,151996
665,2.9055,537372
666,3.0535,507280
667,2.987,337248
668,0.104,8737
669,0.05,9297
670,0.08,95985
671,0.107,157980
672,0.3065,99462
673,2.9095,131157
674,3.171,129528
675,0.117,377328
676,3.7545,38199
677,0.148,15883
678,3.172,42255
679,0.0415,943140
680,0.0585,327580
681,3.104,250176
682,3.084,224176
683,3.3395,92750
684,3.014,173940
685,3.319,396210
686,3.266,219152
687,3.311,175773
688,3.319,396210
689,3.067,495075
690,3.0415,484840
691,3.0745,465267
692,3.0745,465267
693,3.319,396210
694,3.319,396210
695,3.329,145277
696,3.2235,477540
697,2.854,758430
698,3.163,530556
699,2.912,686406
700,3.272,146916
701,3.3375,88809
702,3.3375,88809
703,3.3375,88809
704,3.3375,88809
705,0.0975,104832
706,0.1065,45132
707,2.9335,113897
708,3.116,122280
709,2.5095,854305
710,0.0395,160776
711,3.6405,14528
712,0.1735,23254
713,2.944,525624
714,2.944,525624
715,2.938,602360
716,2.962,489840
717,2.961,505951
718,2.9685,502020
719,3.068,430836
720,3.069,415638
721,3.395,284121
722,0.0825,257248
723,2.633,863665
724,2.56,1113172
725,0.09,1188397
726,0.28,307686
727,2.9055,240716
728,2.61,510860
729,2.666,363624
730,0.0665,20734
731,2.9555,324786
732,2.8535,104514
733,3.208,115456
734,3.2045,145430
735,2.8395,230432
736,0.0725,332904
737,2.9635,327658
738,2.686,729698
739,2.8715,520695
740,2.8305,223472
741,0.0385,148840
742,3.1305,88980
743,3.0535,156060
744,2.7965,480655
745,0.0335,281430
746,0.095,450515
747,0.093,170566
748,0.0245,226772
749,3.007,197628
750,3.003,213811
751,2.9155,146080
752,3.2505,135588
753,4.0235,28301
754,4.0235,28301
755,3.371,129420
756,2.429,602117
757,2.8505,245424
758,2.6755,296552
759,3.1875,161953
760,0.0705,200976
761,0.112,184008
762,3.1185,91368
763,0.1095,123304
764,2.9335,113897
765,3.104,85836
766,0.138,65765
767,0.006,2330
768,2.5865,717037
769,0.1085,191496
770,3.1485,152614
771,2.9175,264348
772,3.02,162828
773,3.2,60840
774,0.1155,254976
775,2.8985,95718
776,0.034,627198
777,0.045,18006
778,2.995,229856
779,0.0015,1074
780,0.0035,1074
781,0.0645,45824
782,2.889,209937
783,2.649,522884
784,2.7975,519520
785,2.7975,519520
786,2.862,308332
787,2.9205,240120
788,2.915,272102
789,2.9205,240120
790,2.9205,240120
791,2.7495,445759
792,2.7385,300520
793,0.08,330351
794,0.0165,43062
795,3.013,188286
796,2.837,231761
797,3.2335,157742
798,3.0565,222048
799,2.886,173063
800,3.1985,197040
801,3.0655,218656
802,2.8395,230432
803,3.9785,71694
804,3.9785,71694
805,3.9785,71694
806,3.9785,71694
807,3.9785,71694
808,3.9785,71694
809,3.9785,71694
810,3.9785,71694
811,3.6595,60498
812,3.264,86960
813,0.0095,3664
814,3.0465,247155
815,3.542,176925
816,3.555,118566
817,3.542,176925
818,0.1885,137768
819,2.9395,292482
820,0.0145,364012
821,0.1175,28888
822,0.103,111734
823,0.0745,591622
824,0.011,22785
825,0.009,4821
826,2.678,450252
827,2.8205,259658
828,2.725,323136
829,0.0285,52188
830,0.069,271377
831,3.0565,127647
832,3.0565,127647
833,3.0565,127647
834,3.0565,127647
835,3.026,106752
836,0.0715,414540
837,3.1675,79850
838,3.209,80430
839,2.8345,340920
840,0.0545,231126
841,0.0865,116264
842,3.004,187720
843,2.9595,195208
844,2.9595,195208
845,0.091,258757
846,2.9595,195208
847,3.005,173388
848,3.0085,158961
849,3.0085,158961
850,0.0585,15952
851,3.5705,59857
852,3.6825,15044
853,0.014,2521
854,0.014,2521
855,0.032,101151
856,0.009,1053
857,0.009,1053
858,0.0965,85776
859,0.04,105812
860,3.4215,47455
861,2.893,186000
862,0.0395,15656
863,3.349,46776
864,0.01,480
865,0.0085,270
866,0.0055,2512
867,0.0085,270
868,0.008,10115
869,0.042,0
870,3.2325,88438
871,2.9575,134127
872,0.0165,13292
873,0.0205,13292
874,2.957,173017
875,0.0125,374832
876,0.0245,70800
877,3.1,120033
878,2.947,192780
879,3.179,96089
880,0.032,60536
881,0.0095,1672
882,0.042,10553
883,0.126,757559
884,2.5335,360744
885,2.5365,335214
886,2.8545,197832
887,2.8545,197832
888,3.3495,23642
889,0.081,9897
890,2.9865,451444
891,2.9415,165814
892,2.8795,203099
893,0.0825,40012
894,0.0825,40012
895,0.081,96341
896,0.074,0
897,0.0425,39270
898,0.0605,207088
899,0.0515,178906
900,3.06,68540
901,3.2885,40071
902,2.9715,125406
903,2.9715,125406
904,2.649,457380
905,0.11,221760
906,2.6665,477147
907,2.6645,504801
908,3.295,169582
909,3.295,169582
910,3.295,169582
911,3.295,169582
912,3.295,169582
913,3.295,169582
914,3.3595,80024
915,0.128,245786
916,0.008,39067
917,0.049,70245
918,3.5285,29499
919,0.004,1062
920,2.9935,212268
921,0.0075,57390
922,2.825,275184
923,2.934,213435
924,2.9165,195132
925,2.65,389688
926,0.057,324944
927,2.7345,370110
928,0.1255,29916
929,3.0655,183690
930,3.8155,24856
931,0.111,77833
932,3.5325,37344
933,0.082,118251
934,2.885,273638
935,3.599,42385
936,0.101,333937
937,0.1015,412384
938,0.011,1542
939,0.009,3648
940,0.08,63133
941,0.033,6351
942,0.0615,20778
943,0.0025,0
944,3.4825,94479
945,0.009,7775
946,0.0315,2050
947,0.0085,2198
948,3.633,159432
949,3.1465,52116
950,2.917,145656
951,0.075,119280
952,2.9265,244605
953,0.041,9008
954,0.0555,0
955,0.0045,264
956,0.003,10998
957,0.003,10998
958,0.024,79935
959,0.2815,85504
960,3.027,308580
961,0.0165,27072
962,0.0665,26082
963,0.1185,27884
964,0.065,13041
965,0.065,47088
966,0.013,76895
967,0.0745,28238
968,2.574,439432
969,3.1195,107401
970,2.88,193149
971,0.194,43491
972,2.9635,280592
973,3.038,95137
974,0.0865,423956
975,0.0485,233478
976,0.0785,54692
977,0.0185,81776
978,2.5705,806135
979,3.0045,203112
980,2.8465,371036
981,2.906,329280
982,2.984,165250
983,0.019,4250
984,3.427,89712
985,0.0145,0
986,0.028,38421
987,3.042,188227
988,3.039,202398
989,0.064,46815
990,0.064,46815
991,3.2435,103428
992,3.2405,127523
993,3.02,197526
994,3.1765,93303
995,0.0705,0
996,0.0395,15656
997,0.0175,37782
998,0.009,5910
999,0.0085,7880
1000,0.0955,68244
1001,0.02,22410
1002,3.066,64252
1003,0.051,216086
1004,0.092,336147
1005,2.5655,593838
1006,0.1365,266670
1007,3.131,256088
1008,0.101,104783
1009,3.107,152669
1010,3.2005,263274
1011,3.0385,164460
1012,3.042,162899
1013,2.811,221025
1014,3.279,93534
1015,2.9505,257454
1016,0.229,99386
1017,0.0375,56816
1018,0.018,0
1019,0.1155,89220
1020,0.1685,57032
1021,0.1885,137768
1022,0.1885,137768
1023,0.1885,137768
1024,0.1885,137768
1025,0.252,66185
1026,0.014,275218
1027,3.4305,138418
1028,3.3065,25410
1029,2.858,407943
1030,0.0395,227664
1031,3.1095,140767
1032,3.1095,140767
1033,3.1095,140767
1034,3.1315,171576
1035,3.1315,171576
1036,3.327,94096
1037,3.0535,144567
1038,0.1045,21974
1039,0.1045,21974
1040,3.045,158433
1041,3.701,79464
1042,0.1055,27046
1043,0.0245,70800
1044,3.3885,94544
1045,3.3675,60415
1046,0.08,74405
1047,0.01,61145
1048,0.0065,1868
1049,0.003,3445
1050,0.11,95634
1051,0.016,0
1052,3.239,67250
1053,0.125,132912
1054,0.156,81165
1055,3.1025,97566
1056,3.712,41475
1057,3.701,79464
1058,0.103,112350
1059,0.032,137637
1060,0.0815,46920
1061,2.946,316445
1062,2.833,369504
1063,3.3785,174848
1064,0.064,43890
1065,0.042,282473
1066,3.3675,56810
1067,3.3555,69636
1068,3.0125,100275
1069,0.088,121851
1070,0.0635,98752
1071,0.097,345299
1072,2.9645,183984
1073,3.0615,119484
1074,2.925,261468
1075,3.3285,94832
1076,3.387,45508
1077,3.387,45508
1078,3.387,45508
1079,2.861,482889
1080,2.98,320397
1081,0.2075,28868
1082,0.098,186654
1083,3.5285,63488
1084,3.516,72693
1085,3.2045,90784
1086,0.003,16265
1087,0.136,13758
1088,0.0695,179664
1089,3.0415,87282
1090,2.815,221670
1091,0.0235,173100
1092,0.041,34836
1093,3.5345,18928
1094,0.023,250597
1095,3.4015,147585
1096,3.4015,147585
1097,3.4015,147585
1098,3.3225,176208
1099,0.034,0
1100,0.2035,96672
1101,0.2035,96672
1102,0.01,0
1103,3.444,147540
1104,2.7785,292600
1105,2.9845,235603
1106,3.349,39762
1107,0.06,0
1108,3.8735,36336
1109,0.0035,172
1110,3.8125,45968
1111,0.0025,45716
1112,0.1335,0
1113,0.011,3248
1114,3.5965,61061
1115,3.9765,87626
1116,3.9765,87626
1117,3.9765,87626
1118,3.9765,87626
1119,0.0645,21436
1120,2.873,349370
1121,2.861,282872
1122,3.155,209538
1123,3.0515,250464
1124,0.101,251923
1125,0.1,73320
1126,3.0185,165612
1127,2.78,235120
1128,0.073,25755
1129,3.0055,223104
1130,2.8155,195048
1131,2.8395,161900
1132,3.048,90648
1133,0.075,11318
1134,2.989,174603
1135,0.0605,97998
1136,0.033,102137
1137,0.0575,19572
1138,0.0615,22848
1139,0.045,52590
1140,3.216,51976
1141,0.0615,14430
1142,0.0605,14460
1143,0.0605,14460
1144,0.0175,76696
1145,3.4405,30270
1146,0.0265,60366
1147,3.291,52340
1148,3.246,55376
1149,0.02,21690
1150,3.643,21690
1151,3.6435,14460
1152,0.0615,51006
1153,3.643,21690
1154,3.5335,40136
1155,3.282,94759
1156,0.0455,133840
1157,0.036,182083
1158,0.0335,29980
1159,3.0425,173748
1160,3.6585,30468
1161,2.954,256428
1162,0.0975,24204
1163,0.024,12372
1164,0.024,12372
1165,2.8805,578778
1166,0.0025,496
1167,0.0025,496
1168,0.0025,496
1169,0.0105,56892
1170,2.997,73550
1171,2.947,112736
1172,3.1095,129996
1173,0.099,50185
1174,3.6675,79211
1175,3.2215,178920
1176,3.6675,79211
1177,3.6675,79211
1178,3.7545,38199
1179,0.0765,92136
1180,3.279,52648
1181,3.1025,92556
1182,0.049,6702
1183,0.0315,129464
1184,3.3885,94544
1185,0.0325,51978
1186,0.032,61768
1187,0.0245,44228
1188,2.98,121968
1189,3.015,127341
1190,0.16,53780
1191,0.213,145602
1192,3.5025,70770
1193,0.008,3087
1194,0.0105,1144
1195,3.5695,23415
1196,0.0105,65706
1197,0.005,30505
1198,0.02,199849
1199,0.003,36999
1200,3.54,205700
1201,0.0265,326788
1202,3.4145,35268
1203,3.0995,161953
1204,3.0155,172020
1205,0.011,2972
1206,3.332,35259
1207,0.027,31026
1208,0.039,23526
1209,3.481,41800
1210,0.0045,44088
1211,0.0225,44088
1212,0.1725,109168
1213,0.141,49179
1214,0.0265,43336
1215,0.1035,23352
1216,0.0425,39270
1217,3.2325,88438
1218,0.0075,3668
1219,0.002,4773
1220,0.0295,24640
1221,0.16,53780
1222,3.0875,147087
1223,0.062,155023
1224,2.881,275580
1225,0.0525,37824
1226,3.1665,286500
1227,3.3725,36075
1228,0.016,3580
1229,0.0495,116008
1230,0.1565,0
1231,0.0035,212
1232,0.0035,212
1233,0.0085,164892
1234,3.91,37093
1235,3.91,37093
1236,2.92,344673
1237,3.2045,206235
1238,3.4175,43932
1239,0.0845,392352
1240,3.0705,297654
1241,2.8995,179231
1242,0.054,87381
1243,0.162,102158
1244,3.432,43428
1245,0.051,62540
1246,3.031,179452
1247,3.051,72940
1248,3.2555,54552
1249,0.037,46722
1250,0.121,41655
1251,0.1905,28692
1252,0.043,331750
1253,3.472,102289
1254,3.472,102289
1255,0.0505,30902
1256,0.008,23607
1257,0.0275,53040
1258,0.009,7775
1259,3.6995,102900
1260,3.6995,102900
1261,3.6995,102900
1262,3.6995,102900
1263,3.6995,102900
1264,2.858,317120
1265,3.3555,42284
1266,3.2245,64125
1267,3.6055,58723
1268,0.1925,86994
1269,0.0025,0
1270,0.0425,39270
1271,2.896,270940
1272,0.042,0
1273,0.0035,172
1274,0.003,47845
1275,0.051,7618
1276,0.1555,145330
1277,3.021,124296
1278,0.033,77865
1279,0.042,10553
1280,3.0385,84690
1281,0.0275,20880
1282,0.0455,18078
1283,3.5475,35492
1284,0.028,35868
1285,3.6205,41055
1286,0.0355,186864
1287,3.4075,108702
1288,0.0975,0
1289,3.4515,73731
1290,0.0895,48108
1291,3.294,61105
1292,3.3455,57995
1293,2.763,716312
1294,0.18,264554
1295,2.881,264316
1296,3.0295,127314
1297,0.1735,307736
1298,0.072,7743
1299,0.086,102060
1300,0.0735,30900
1301,3.013,277146
1302,2.888,300960
1303,0.0235,8958
1304,2.8985,177876
1305,2.8045,288420
1306,2.7855,281314
1307,0.1045,171072
1308,2.8325,221984
1309,3.3735,104076
1310,0.0395,183000
1311,0.028,71128
1312,0.0875,23874
1313,0.0315,17242
1314,0.1095,26262
1315,3.719,80196
1316,0.0915,25322
1317,0.0955,78156
1318,3.246,38775
1319,0.017,23892
1320,3.0495,88494
1321,0.0305,44576
1322,3.54,205700
1323,0.0425,27748
1324,0.0545,0
1325,0.0065,1610
1326,0.0305,91096
1327,0.0425,39270
1328,0.0535,0
1329,0.019,144243
1330,3.6815,94570
1331,3.038,225392
1332,3.038,225392
1333,3.6815,94570
1334,3.6815,94570
1335,3.6815,94570
1336,0.0285,27812
1337,0.1235,0
1338,0.0245,70800
1339,3.017,273276
1340,0.018,4142
1341,0.033,6413
1342,0.004,90657
1343,0.029,5790
1344,3.599,42385
1345,0.0695,0
1346,3.0555,231420
1347,2.9065,295542
1348,0.192,15111
1349,0.162,220376
1350,3.191,92784
1351,0.1495,57664
1352,3.1995,76050
1353,0.11,95851
1354,3.347,52980
1355,0.1355,143627
1356,0.041,140085
1357,3.331,26910
1358,0.0655,84678
1359,0.014,11490
1360,2.906,120162
1361,2.9925,66644
1362,0.058,166001
1363,0.057,114681
1364,0.055,9950
1365,2.9995,120960
1366,0.246,0
1367,3.069,114888
1368,0.111,80850
1369,0.105,9242
1370,3.0235,272070
1371,2.8895,278562
1372,3.15,113232
1373,3.15,113232
1374,3.186,56108
1375,3.1385,68375
1376,0.03,40857
1377,3.186,56108
1378,2.9615,263602
1379,2.9435,250880
1380,0.101,66870
1381,3.1855,70135
1382,3.1855,70135
1383,3.683,48202
1384,0.1045,17890
1385,2.904,279281
1386,3.7795,11744
1387,0.009,10680
1388,0.1385,52612
1389,0.0245,70800
1390,0.0605,17584
1391,3.1735,85596
1392,3.2445,77070
1393,0.1775,0
1394,3.599,42385
1395,0.0075,974
1396,3.2665,85561
1397,3.068,220962
1398,3.123,119648
1399,3.47,31218
1400,3.225,92855
1401,3.2255,79590
1402,3.225,92855
1403,3.131,149780
1404,0.2775,28438
1405,0.0035,1614
1406,0.0035,1614
1407,0.0035,1614
1408,2.7975,335148
1409,3.034,68080
1410,3.0035,143781
1411,3.064,105832
1412,0.17,63850
1413,3.168,38310
1414,3.0745,92092
1415,3.1525,64365
1416,3.1525,64365
1417,3.168,38310
1418,3.168,38310
1419,3.071,107896
1420,2.8535,175056
1421,2.9855,204162
1422,3.0515,134440
